sistema,zona_carga,clave,nombre,municipio
SIN,MOTUL TIZIMIN,08SDM-115,Santo Domingo,BUCTZOTZ
SIN,MOTUL TIZIMIN,08SUC-115,Sucila,SUCILA
SIN,MOTUL TIZIMIN,08TXS-115,Temax Dos,TEMAX
SIN,MOTUL TIZIMIN,08TZM-115,Tizimin,TIZIMIN
SIN,MOTUL TIZIMIN,08VAD-115,Valladolid Potencia,VALLADOLID
SIN,MOTUL TIZIMIN,08VAD-230,Valladolid Potencia,VALLADOLID
SIN,MOTUL TIZIMIN,08VDD-115,Valladolid,VALLADOLID
SIN,RIVIERA MAYA,08AKD-115,Akumal Dos,TULUM
SIN,RIVIERA MAYA,08AKL-115,Akbal,FELIPE CARRILLO PUERTO
SIN,RIVIERA MAYA,08AUC-115,Ak Tunchen,SOLIDARIDAD
SIN,RIVIERA MAYA,08AVP-115,Aventura Palace,SOLIDARIDAD
SIN,RIVIERA MAYA,08CHB-34.5,Chankanaab,COZUMEL
SIN,RIVIERA MAYA,08CHS-34.5,Chancanab II,COZUMEL
SIN,RIVIERA MAYA,08CLC-115,Calica,SOLIDARIDAD
SIN,RIVIERA MAYA,08COZ-34.5,Cozumel,COZUMEL
SIN,RIVIERA MAYA,08IBR-115,Iberostar,SOLIDARIDAD
SIN,RIVIERA MAYA,08MYK-115,Mayakoba,SOLIDARIDAD
SIN,RIVIERA MAYA,08PCN-115,Playa del Carmen,SOLIDARIDAD
SIN,RIVIERA MAYA,08PLY-115,Playacar,SOLIDARIDAD
SIN,RIVIERA MAYA,08TUM-115,Tulum,TULUM
SIN,RIVIERA MAYA,08XLC-115,Xcalacoco,SOLIDARIDAD
SIN,RIVIERA MAYA,08ZNE-115,Zac Nicte,SOLIDARIDAD
SIN,TICUL,08KBL-115,Kambul,MOTUL
SIN,TICUL,08MAX-115,Maxcanu,MAXCANU
SIN,TICUL,08TIU-115,Ticul,TICUL
SIN,TICUL,08TKD-115,Tekax Dos,TEKAX
SIN,TICUL,08TXM-115,Tixmehuac,TIXMEHUAC
