sistema,zona_carga,clave,nombre,municipio
SIN,PUEBLA,02CYR-400,CYCNA de Oriente,PALMAR DE BRAVO
SIN,PUEBLA,02ECN-115,El Conde,PUEBLA
SIN,PUEBLA,02EXE-115,Excelopolis,PUEBLA
SIN,PUEBLA,02FUE-115,Fuertes,PUEBLA
SIN,PUEBLA,02GAN-115,Guadalupe Analco,PUEBLA
SIN,PUEBLA,02INT-115,Industrial,PUEBLA
SIN,PUEBLA,02LML-115,Almecatla,CUAUTLANCINGO
SIN,PUEBLA,02LRP-115,Sn Lorenzo Potencia,CUAUTLANCINGO
SIN,PUEBLA,02LRZ-115,San Lorenzo,CUAUTLANCINGO
SIN,PUEBLA,02MET-115,Metaloides,PUEBLA
SIN,PUEBLA,02NOR-115,Norte,PUEBLA
SIN,PUEBLA,02ORT-115,Oriente,PUEBLA
SIN,PUEBLA,02PDM-115,Puebla Dos Mil,PUEBLA
SIN,PUEBLA,02PON-115,Poniente,SAN PEDRO CHOLULA
SIN,PUEBLA,02PSF-115,Puebla Uno SF6,PUEBLA
SIN,PUEBLA,02RSN-115,Resurreccion,SAN PABLO DEL MONTE
SIN,PUEBLA,02TCL-115,Tecali,TECALI DE HERRERA
SIN,PUEBLA,02TCL-230,Tecali,TECALI DE HERRERA
SIN,PUEBLA,02TNZ-115,Tonantzintla,SAN ANDRES CHOLULA
SIN,PUEBLA,02TRP-230,Ternium Mexico - Largos Puebla  ,SAN MIGUEL XOXTLA
SIN,PUEBLA,02VSE-115,Valsequillo,PUEBLA
SIN,PUEBLA,02VWG-115,Volkswagen,CUAUTLANCINGO
SIN,SAN CRISTOBAL,02AAA-115,Acala,ACALA
SIN,SAN CRISTOBAL,02CJT-115,Comitan,COMITAN DE DOMINGUEZ
SIN,SAN CRISTOBAL,02CRI-115,Cristobal San,SAN CRISTOBAL DE LAS CASAS
SIN,SAN CRISTOBAL,02FCM-115,Frontera Comalapa,FRONTERA COMALAPA
SIN,SAN CRISTOBAL,02FLM-115,Flores Magon,VENUSTIANO CARRANZA
SIN,SAN CRISTOBAL,02OCO-115,Ocozingo,OCOSINGO
SIN,SAN CRISTOBAL,02OXC-115,Oxchuc,OXCHUC
SIN,SAN CRISTOBAL,02SCH-115,Schpoina,VENUSTIANO CARRANZA
SIN,SAN CRISTOBAL,02SCO-115,San Cristobal Oriente,SAN CRISTOBAL DE LAS CASAS
SIN,SAN CRISTOBAL,02TNI-115,Trinitaria,COMITAN DE DOMINGUEZ
SIN,SAN MARTIN,02AMF-115,Auto Manufacturas,SAN MARTIN TEXMELUCAN
SIN,SAN MARTIN,02CDX-115,Ciudad Textil,HUEJOTZINGO
SIN,SAN MARTIN,02CTX-115,Crisol Textil,HUEJOTZINGO
SIN,SAN MARTIN,02DXM-115,DPA Draexlmaier Partes Automotoras de Mexico,HUEJOTZINGO
SIN,SAN MARTIN,02GDM-115,Global Denim,SAN MARTIN TEXMELUCAN
SIN,SAN MARTIN,02HJO-115,Huejotzingo,HUEJOTZINGO
SIN,SAN MARTIN,02KRU-115,Krupp,ZACATELCO
SIN,SAN MARTIN,02LOA-115,Lamosa,IXTACUIXTLA DE MARIANO MATAMOROS
SIN,SAN MARTIN,02LSL-115,Lapsolite,SAN MARTIN TEXMELUCAN
SIN,SAN MARTIN,02MAR-115,San Martin,TEPETITLA DE LARDIZABAL
SIN,SAN MARTIN,02MOA-115,El Moral,SAN MARTIN TEXMELUCAN
SIN,SAN MARTIN,02PEI-115,Complejo Petroquimico Independencia,SAN MARTIN TEXMELUCAN
SIN,SAN MARTIN,02SMG-115,San Miguel,HUEJOTZINGO
SIN,SAN MARTIN,02TKN-115,Textiles KN de Oriente,SAN MARTIN TEXMELUCAN
SIN,SAN MARTIN,02TTM-115,Industrial Textil de Puebla,TEPETITLA DE LARDIZABAL
SIN,TAPACHULA,02ARR-115,Arriaga,ARRIAGA
SIN,TAPACHULA,02AYA-115,Acacoyaua,ACACOYAGUA
SIN,TAPACHULA,02BDD-115,Belisario Dominguez II,MOTOZINTLA
SIN,TAPACHULA,02BDZ-115,Belisario Dominguez,TAPACHULA
SIN,TAPACHULA,02CCL-69,Cecilio del Valle,TAPACHULA
SIN,TAPACHULA,02CFV-115,CEFERESO Villacomaltitlan,VILLA COMALTITLAN
SIN,TAPACHULA,02CGO-115,Cd Hidalgo Chiapas,SUCHIATE
SIN,TAPACHULA,02HUX-115,Huixtla,HUIXTLA
SIN,TAPACHULA,02MAP-115,Mapastepec,MAPASTEPEC
SIN,TAPACHULA,02MAZ-115,Mazatan,MAZATAN
SIN,TAPACHULA,02MTO-115,Motozintla,MOTOZINTLA
SIN,TAPACHULA,02PJJ-115,Pijijiapam,PIJIJIAPAN
SIN,TAPACHULA,02PTM-115,Puerto Madero,TAPACHULA
SIN,TAPACHULA,02PUC-115,Puerto Chiapas,TAPACHULA
SIN,TAPACHULA,02SWA-115,Switcheo Arriaga,ARRIAGA
SIN,TAPACHULA,02TAE-115,Tapachula Aeropuerto,TAPACHULA
SIN,TAPACHULA,02TCH-115,Tapachula,TAPACHULA
SIN,TAPACHULA,02TNA-115,Tonala,TONALA
SIN,TAPACHULA,02TOE-115,Tapachula Oriente,TAPACHULA
SIN,TECAMACHALCO,02ACZ-115,Acatzingo,ACATZINGO
SIN,TECAMACHALCO,02ERZ-115,Esperanza,PALMAR DE BRAVO
SIN,TECAMACHALCO,02LIB-115,Libres,LIBRES
SIN,TECAMACHALCO,02PLB-115,Palmar de Bravo,PALMAR DE BRAVO
SIN,TECAMACHALCO,02TLD-115,Tecamachalco II,TECAMACHALCO
SIN,TECAMACHALCO,02TML-115,Tecamachalco,TECAMACHALCO
SIN,TECAMACHALCO,02TOC-230,Cementos Tolteca,TECALI DE HERRERA
SIN,TECAMACHALCO,02TPE-115,Tepeaca,TEPEACA
SIN,TECAMACHALCO,02TPI-115,Tepeji,TEPEXI DE RODRIGUEZ
SIN,TECAMACHALCO,02ZTP-115,Zacatepec,ORIENTAL
SIN,TEHUACAN,02CPA-115,Coapan,TEHUACAN
SIN,TEHUACAN,02PEC-115,Proteinas el Calvario,TLAPANALA
SIN,TEHUACAN,02THN-115,Tehuacan,TEHUACAN
SIN,TEHUACAN,02TTP-115,Tlacotepec,TLACOTEPEC DE BENITO JUAREZ
SIN,TEHUACAN,02ZIP-115,Zinacatepec,AJALPAN
SIN,TEHUANTEPEC,02ASI-115,Aquasistemas,SALINA CRUZ
SIN,TEHUANTEPEC,02CCA-115,Cementos Cruz Azul,EL BARRIO DE LA SOLEDAD
SIN,TEHUANTEPEC,02IPO-115,Ixtepec Potencia,CIUDAD IXTEPEC
SIN,TEHUANTEPEC,02IPO-230,Ixtepec Potencia,CIUDAD IXTEPEC
SIN,TEHUANTEPEC,02IXP-115,Ixtepec,CIUDAD IXTEPEC
SIN,TEHUANTEPEC,02JUC-115,Juchitan Uno,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA
SIN,TEHUANTEPEC,02JUD-115,Juchitan Dos,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA
SIN,TEHUANTEPEC,02JUD-230,Juchitan Dos,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA
SIN,TEHUANTEPEC,02LVD-230,La Venta Dos,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA
SIN,TEHUANTEPEC,02MRO-115,Matias Romero,MATIAS ROMERO AVENDAÑO
SIN,TEHUANTEPEC,02RSC-115,Refineria Salina Cruz,SALINA CRUZ
SIN,TEHUANTEPEC,02SAC-115,Salina Cruz,SALINA CRUZ
SIN,TEHUANTEPEC,02SRB-115,Sarabia,SAN JUAN GUICHICOVI
SIN,TEHUANTEPEC,02STD-115,Santo Domingo,SANTO DOMINGO TEHUANTEPEC
SIN,TEHUANTEPEC,02THT-115,Tehuantepec,SANTO DOMINGO TEHUANTEPEC
SIN,TEHUANTEPEC,02TNL-115,Tecnologico,SALINA CRUZ
SIN,TEHUANTEPEC,02TNP-115,Tapanatepec,SAN PEDRO TAPANATEPEC
SIN,TEHUANTEPEC,02TST-115,Transismica,CIUDAD IXTEPEC
SIN,TEHUANTEPEC,02VMN-230,La Venta Maniobras,SANTO DOMINGO TEHUANTEPEC
SIN,TEHUANTEPEC,02ZNT-115,Zanatepec,SANTO DOMINGO ZANATEPEC
SIN,TEZIUTLAN,02AXO-115,Atexcaco,HUEYAPAN
SIN,TEZIUTLAN,02CYB-230,Cuyoaco Maniobras,CUYOACO
SIN,TEZIUTLAN,02ECT-115,Encanto,TLAPACOYAN
SIN,TEZIUTLAN,02HMS-115,Humeros Los,CHIGNAUTLA
SIN,TEZIUTLAN,02HMT-115,Humeros Tres,CHIGNAUTLA
SIN,TEZIUTLAN,02HYN-115,Hueyapan,TETELES DE AVILA CASTILLO
SIN,TEZIUTLAN,02LGP-115,La Guadalupe,TECOLUTLA
SIN,TEZIUTLAN,02MAU-115,Minera Autlan,TEZIUTLAN
SIN,TEZIUTLAN,02MDD-115,Martinez de la Torre Dos,MARTINEZ DE LA TORRE
SIN,TEZIUTLAN,02MGS-115,Las Margaritas,HUEYTAMALCO
SIN,TEZIUTLAN,02MIS-69,Minas,LAS MINAS
SIN,TEZIUTLAN,02MSD-115,Misantla Dos,MISANTLA
SIN,TEZIUTLAN,02MTT-115,Martines de la Torre Tres,MARTINEZ DE LA TORRE
SIN,TEZIUTLAN,02MZT-230,Mazatepec,TLATLAUQUITEPEC
SIN,TEZIUTLAN,02PEE-115,Perote Dos,PEROTE
SIN,TEZIUTLAN,02RFD-115,San Rafael Dos,SAN RAFAEL
SIN,TEZIUTLAN,02SNS-115,Santa Sofia,TECOLUTLA
SIN,TEZIUTLAN,02TLY-115,Tlapacoyan,TLAPACOYAN
SIN,TEZIUTLAN,02TTG-115,Altotonga Dos,JALACINGO
SIN,TEZIUTLAN,02TZD-115,Teziutlan Dos,TEZIUTLAN
SIN,TEZIUTLAN,02TZT-115,Teziutlan,TEZIUTLAN
SIN,TEZIUTLAN,02VDA-115,Vega de Alatorre,VEGA DE ALATORRE
SIN,TEZIUTLAN,02VGS-115,Las Vigas Dos,LAS VIGAS DE RAMIREZ
SIN,TEZIUTLAN,02ZXP-115,Zacapoaxtla,ZACAPOAXTLA
SIN,TLAXCALA,02ACU-115,Acuitlapilco,TEPEYANCO
SIN,TLAXCALA,02ANC-115,Ana Chiautempan Santa,CHIAUTEMPAN
SIN,TLAXCALA,02API-115,Apizaco Dos,APIZACO
SIN,TLAXCALA,02ATZ-115,Atlihuetzia,AMAXAC DE GUERRERO
SIN,TLAXCALA,02AZM-230,Altzayanca Maniobras,ATLTZAYANCA
SIN,TLAXCALA,02AZY-115,Altzayanca,ATLTZAYANCA
SIN,TLAXCALA,02CBM-115,Cebadas y Maltas,CALPULALPAN
SIN,TLAXCALA,02CHH-115,Chignahuapan,CHIGNAHUAPAN
SIN,TLAXCALA,02CNU-115,Contla,PAPALOTLA DE XICOHTENCATL
SIN,TLAXCALA,02CPL-115,Calpulalpan,CALPULALPAN
SIN,TLAXCALA,02CTM-115,Cuauhtemoc,HUAMANTLA
SIN,TLAXCALA,02FJM-115,Forjamex,XALOZTOC
SIN,TLAXCALA,02GRE-115,Gresaise,LA MAGDALENA TLALTELULCO
SIN,TLAXCALA,02HUA-115,Huamantla,HUAMANTLA
SIN,TLAXCALA,02IGP-115,Igsapak Cogeneracion S.A.P.I de C.V.,EMILIANO ZAPATA
SIN,TLAXCALA,02KIA-115,Kimberly Clark Ampliacion ,TETLA DE LA SOLIDARIDAD
SIN,TLAXCALA,02KIC-115,Kimberley Clark Pue,TETLA DE LA SOLIDARIDAD
SIN,TLAXCALA,02MDB-230,Magdalena Dos Maniobras,TLAXCO
SIN,TLAXCALA,02MLC-230,Malinche,TZOMPANTEPEC
SIN,TLAXCALA,02NXM-230,Nueva Xcala Maniobras,CALPULALPAN
SIN,TLAXCALA,02OWC-115,Owens Corning Violet Mexico,TETLA DE LA SOLIDARIDAD
SIN,TLAXCALA,02PGC-115,Procter & Gamble Manufacturas,YAUHQUEMEHCAN
SIN,TLAXCALA,02PLS-115,Polidesa,TZOMPANTEPEC
SIN,TLAXCALA,02PNA-115,Panotla,PANOTLA
SIN,TLAXCALA,02POR-115,Porcel,PAPALOTLA DE XICOHTENCATL
SIN,TLAXCALA,02PPL-115,Papalotla,PAPALOTLA DE XICOHTENCATL
SIN,TLAXCALA,02SIA-115,Sintesis Organicas Tlaxcala,TZOMPANTEPEC
SIN,TLAXCALA,02STN-115,Santa Anita,SANTA CRUZ TLAXCALA
SIN,TLAXCALA,02TLM-115,Telmac,TETLA DE LA SOLIDARIDAD
SIN,TLAXCALA,02XIT-115,Xicotencatl,TETLA DE LA SOLIDARIDAD
SIN,TLAXCALA,02ZOC-230,Zocac,XALOZTOC
SIN,TUXTLA,02ANG-115,Angostura,VENUSTIANO CARRANZA
SIN,TUXTLA,02ANG-400,Angostura,VENUSTIANO CARRANZA
SIN,TUXTLA,02BCH-115,Bochil,BOCHIL
SIN,TUXTLA,02CIT-115,Cintalapa Dos,JIQUIPILAS
SIN,TUXTLA,02GIA-115,Grijalva,CHIAPA DE CORZO
SIN,TUXTLA,02IPD-115,Independencia,LA CONCORDIA
SIN,TUXTLA,02JUY-115,Juy Juy,CHIAPA DE CORZO
SIN,TUXTLA,02LGZ-115,La Garza,VILLAFLORES
SIN,TUXTLA,02LMX-115,Liberacion Mexicana,JIQUIPILAS
SIN,TUXTLA,02MAA-115,Mactumatza,TUXTLA GUTIERREZ
SIN,TUXTLA,02MMT-115,Manuel Moreno Torres,OSUMACINTA
SIN,TUXTLA,02MMT-400,Manuel Moreno Torres,OSUMACINTA
SIN,TUXTLA,02MPE-115,Malpaso Tres,TECPATAN
SIN,TUXTLA,02OCZ-115,Ocozocuautla,OCOZOCOAUTLA DE ESPINOSA
SIN,TUXTLA,02RDB-115,Real del Bosque,TUXTLA GUTIERREZ
SIN,TUXTLA,02SMJ-115,Simojovel,SIMOJOVEL
SIN,TUXTLA,02SOY-115,Soyalo,SOYALO
SIN,TUXTLA,02TGD-115,Tuxtla Gutierrez Dos,TUXTLA GUTIERREZ
SIN,TUXTLA,02TGU-115,Tuxtla Gutierrez,TUXTLA GUTIERREZ
SIN,TUXTLA,02TXN-115,Tuxtla Norte,TUXTLA GUTIERREZ
SIN,TUXTLA,02TXS-115,Tuxtla Sur,TUXTLA GUTIERREZ
SIN,TUXTLA,02VFD-115,Villa Flores Dos,VILLA CORZO
SIN,VERACRUZ,02ABL-115,AB Calsa,CUITLAHUAC
SIN,VERACRUZ,02AMN-115,Aluminio,VERACRUZ
SIN,VERACRUZ,02ARU-115,Aeropuerto,VERACRUZ
SIN,VERACRUZ,02AVD-115,Alvarado Dos,ALVARADO
SIN,VERACRUZ,02BDR-115,Boca del Rio,BOCA DEL RIO
SIN,VERACRUZ,02BJU-115,Benito Juárez,SAN JUAN BAUTISTA TUXTEPEC
SIN,VERACRUZ,02BPP-115,Bio Pappel Printing,TRES VALLES
SIN,VERACRUZ,02BRS-115,Las Brisas,VERACRUZ
SIN,VERACRUZ,02CAC-115,Carlos A. Carrillo,CARLOS A. CARRILLO
SIN,VERACRUZ,02CAE-115,Cardel,PUENTE NACIONAL
SIN,VERACRUZ,02CSL-115,Cosolapa,COSOLAPA
SIN,VERACRUZ,02CVT-115,Cerveceria del Tropico,SAN JUAN BAUTISTA TUXTEPEC
SIN,VERACRUZ,02DBC-115,Dos Bocas Ciclo Combinado,MEDELLIN DE BRAVO
SIN,VERACRUZ,02DBC-230,Dos Bocas Ciclo Combinado,MEDELLIN DE BRAVO
SIN,VERACRUZ,02EDO-115,Cerro de Oro,SAN MIGUEL SOYALTEPEC
SIN,VERACRUZ,02FRY-115,Franboyanes,VERACRUZ
SIN,VERACRUZ,02GBA-115,Gabino Barreda,COSAMALOAPAN DE CARPIO
SIN,VERACRUZ,02GLM-115,La Gloria Maniobras,URSULO GALVAN
SIN,VERACRUZ,02GRA-115,Gran Prideco,VERACRUZ
SIN,VERACRUZ,02GRT-115,La Granja Tres,TRES VALLES
SIN,VERACRUZ,02IFN-115,Infonavit,VERACRUZ
SIN,VERACRUZ,02ISL-115,Isla,ISLA
SIN,VERACRUZ,02JBL-115,J. B. Lobos,VERACRUZ
SIN,VERACRUZ,02JDD-230,Xalapa de Diaz,SAN FELIPE JALAPA DE DIAZ
SIN,VERACRUZ,02JIC-115,El Jicaro,TIERRA BLANCA
SIN,VERACRUZ,02LAV-400,Laguna Verde,ALTO LUCERO DE GUTIERREZ BARRIOS
SIN,VERACRUZ,02LBD-115,Loma Bonita Dos,LOMA BONITA
SIN,VERACRUZ,02MCB-115,Mocambo,BOCA DEL RIO
SIN,VERACRUZ,02MDG-115,Mandinga,ALVARADO
SIN,VERACRUZ,02MPH-115,Matapionche,COTAXTLA
SIN,VERACRUZ,02PAG-115,Pages,VERACRUZ
SIN,VERACRUZ,02PDT-115,Paso del Toro,MEDELLIN DE BRAVO
SIN,VERACRUZ,02PLI-115,Punta Limon,ALTO LUCERO DE GUTIERREZ BARRIOS
SIN,VERACRUZ,02PNS-115,Piedras Negras,TLALIXCOYAN
SIN,VERACRUZ,02PTU-230,Papelera Tuxtepec,SAN JUAN BAUTISTA TUXTEPEC
SIN,VERACRUZ,02PVC-115,Playa Vicente,PLAYA VICENTE
SIN,VERACRUZ,02PYN-115,Playa Norte,VERACRUZ
SIN,VERACRUZ,02RDC-115,Rodriguez Clara,JUAN RODRIGUEZ CLARA
SIN,VERACRUZ,02RME-115,Rio Medio,VERACRUZ
SIN,VERACRUZ,02SCF-115,Sacrificios,BOCA DEL RIO
SIN,VERACRUZ,02SNF-115,Santa Fe,PASO DE OVEJAS
SIN,VERACRUZ,02SNL-115,San Luis,COTAXTLA
SIN,VERACRUZ,02SOD-115,Soledad de Doblado,SOLEDAD DE DOBLADO
SIN,VERACRUZ,02TBL-115,Tierra Blanca,TIERRA BLANCA
SIN,VERACRUZ,02TDD-115,Tamarindo Dos,PUENTE NACIONAL
SIN,VERACRUZ,02TJR-115,El Tejar,MEDELLIN DE BRAVO
SIN,VERACRUZ,02TMU-115,Temascal Uno,SAN MIGUEL SOYALTEPEC
SIN,VERACRUZ,02TMU-230,Temascal Uno,SAN MIGUEL SOYALTEPEC
SIN,VERACRUZ,02TNJ-115,La Tinaja,COTAXTLA
SIN,VERACRUZ,02TPS-115,Tuxtepec Tres,SAN JUAN BAUTISTA TUXTEPEC
SIN,VERACRUZ,02TSD-230,Tamsa Dos,VERACRUZ
SIN,VERACRUZ,02TTA-115,Tlacotalpan,TLACOTALPAN
SIN,VERACRUZ,02TVS-115,Tres Valles,TRES VALLES
SIN,VERACRUZ,02TXD-115,Tuxtepec Dos,SAN JUAN BAUTISTA TUXTEPEC
SIN,VERACRUZ,02VAN-115,Valle Nacional,SAN JUAN BAUTISTA VALLE NACIONAL
SIN,VERACRUZ,02VRU-115,Veracruz Uno,VERACRUZ
SIN,VERACRUZ,02VTB-115,Vidriera de Tierra Blanca,TIERRA BLANCA
SIN,VILLAHERMOSA,02CAX-115,Cactus Pemex,REFORMA
SIN,VILLAHERMOSA,02CIH-115,Cd Industrial Villahermosa,CENTRO
SIN,VILLAHERMOSA,02CNX-115,Cogeneracion Nuevo Pemex,CENTRO
SIN,VILLAHERMOSA,02CSX-115,Cactus Switcheo,CENTRO
SIN,VILLAHERMOSA,02FRT-115,Frontera,CENTLA
SIN,VILLAHERMOSA,02LCH-115,La Choca,CENTRO
SIN,VILLAHERMOSA,02LHA-115,Las Haciendas,CENTRO
SIN,VILLAHERMOSA,02MCL-115,Macultepec,CENTRO
SIN,VILLAHERMOSA,02NPX-115,Nuevo Pemex,CENTRO
SIN,VILLAHERMOSA,02PCO-115,Pichucalco,PICHUCALCO
SIN,VILLAHERMOSA,02PLL-115,Parrilla,CENTRO
SIN,VILLAHERMOSA,02PMC-115,Pomoca,NACAJUCA
SIN,VILLAHERMOSA,02RFA-115,La Reforma,REFORMA
SIN,VILLAHERMOSA,02SMI-115,Samaria,CUNDUACAN
SIN,VILLAHERMOSA,02SYA-115,Saloya,NACAJUCA
SIN,VILLAHERMOSA,02TAT-115,Tamulte,CENTRO
SIN,VILLAHERMOSA,02TBQ-115,Tabasquillo,CENTLA
SIN,VILLAHERMOSA,02TCT-115,Tacotalpa,TACOTALPA
SIN,VILLAHERMOSA,02TPJ-115,Tapijulapa,TACOTALPA
SIN,VILLAHERMOSA,02TTB-115,Teapa Tabasco,TEAPA
SIN,VILLAHERMOSA,02VHC-115,Villahermosa Centro,CENTRO
SIN,VILLAHERMOSA,02VID-115,Villahermosa Dos,CENTRO
SIN,VILLAHERMOSA,02VIP-115,Villahermosa poniente,CENTRO
SIN,VILLAHERMOSA,02VIU-115,Villahermosa Uno,CENTRO
SIN,XALAPA,02ACJ-115,Acajete,ACAJETE
SIN,XALAPA,02AOC-115,Actopan,ACTOPAN
SIN,XALAPA,02CEO-115,El Cerro,XALAPA
SIN,XALAPA,02CMT-115,Cementos Moctezuma,APAZAPAN
SIN,XALAPA,02COP-115,Coatepec,COATEPEC
SIN,XALAPA,02ELC-115,El Castillo,XALAPA
SIN,XALAPA,02JLD-115,Jalapa Dos,XALAPA
SIN,XALAPA,02NAO-115,Naolinco,NAOLINCO
SIN,XALAPA,02RNA-115,La Reina,XALAPA
SIN,XALAPA,02TRN-115,Las Trancas,XALAPA
SIN,ZIHUATANEJO,02CYC-115,Coyuca,COYUCA DE BENITEZ
SIN,ZIHUATANEJO,02JRN-115,San Jeronimo,BENITO JUAREZ
SIN,ZIHUATANEJO,02PPN-115,Papanoa,TECPAN DE GALEANA
SIN,ZIHUATANEJO,02PTT-115,Petatlan,PETATLAN
SIN,ZIHUATANEJO,02PUI-115,Punta Ixtapa Gro,ZIHUATANEJO DE AZUETA
SIN,ZIHUATANEJO,02SLS-115,San Luis San Pedro,TECPAN DE GALEANA
SIN,ZIHUATANEJO,02TCA-115,Tecpan,TECPAN DE GALEANA
SIN,ZIHUATANEJO,02UNN-115,La Union,LA UNION DE ISIDORO MONTES DE OCA
SIN,ZIHUATANEJO,02ZHD-115,Zihuatanejo Dos,ZIHUATANEJO DE AZUETA
SIN,ZIHUATANEJO,02ZIH-115,Zihuatanejo,ZIHUATANEJO DE AZUETA
SIN,CAMPECHE,08AKI-115,Akimpech,CAMPECHE
SIN,CAMPECHE,08CAS-115,Candelaria Dos,CANDELARIA
SIN,CAMPECHE,08CBU-115,Chicbul,CARMEN
SIN,CAMPECHE,08CKD-115,Calkini Dos,CALKINI
SIN,CAMPECHE,08CMO-115,Champoton,CHAMPOTON
SIN,CAMPECHE,08CYL-115,Cayal,CAMPECHE
SIN,CAMPECHE,08ESA-115,Escarcega Potencia,ESCARCEGA
SIN,CAMPECHE,08HCE-115,Hecelchacan,HECELCHAKAN
SIN,CAMPECHE,08HOP-115,Hopelchen,HOPELCHEN
SIN,CAMPECHE,08KAH-230,Kinich Ahau,CARMEN
SIN,CAMPECHE,08KAL-115,Kala,CAMPECHE
SIN,CAMPECHE,08LRA-115,Lerma,CAMPECHE
SIN,CAMPECHE,08SAD-115,Samula II,CAMPECHE
SIN,CAMPECHE,08SAM-115,Samula,CAMPECHE
SIN,CAMPECHE,08SBY-115,Sabancuy,CARMEN
SIN,CAMPECHE,08SHC-115,Siho Chac,CHAMPOTON
SIN,CAMPECHE,08SLC-230,Santa Lucia,CARMEN
SIN,CAMPECHE,08XPU-115,Xpugil,CALAKMUL
SIN,CANCUN,08BNI-115,Bonfil,BENITO JUAREZ
SIN,CANCUN,08BNP-115,Bonampak,BENITO JUAREZ
SIN,CANCUN,08CEK-115,Canek,BENITO JUAREZ
SIN,CANCUN,08CNC-115,Cancun,BENITO JUAREZ
SIN,CANCUN,08HAA-115,Chaac,BENITO JUAREZ
SIN,CANCUN,08HBK-115,Hunabku,BENITO JUAREZ
SIN,CANCUN,08IXC-115,Ixchel,BENITO JUAREZ
SIN,CANCUN,08KAB-115,Kabah,BENITO JUAREZ
SIN,CANCUN,08KEK-115,KEKEN,BENITO JUAREZ
SIN,CANCUN,08KHN-115,Kohunlich,BENITO JUAREZ
SIN,CANCUN,08KUK-115,Kukulkan,BENITO JUAREZ
SIN,CANCUN,08MPA-115,Moon Palace,BENITO JUAREZ
SIN,CANCUN,08NCT-115,Nichupte,BENITO JUAREZ
SIN,CANCUN,08NIH-115,Nicte-Ha,BENITO JUAREZ
SIN,CANCUN,08NIZ-115,Nizuc,BENITO JUAREZ
SIN,CANCUN,08PJU-115,Puerto Juarez,BENITO JUAREZ
SIN,CANCUN,08PKP-115,Poktatpok,BENITO JUAREZ
SIN,CANCUN,08PMO-115,Puerto Morelos,PUERTO MORELOS
SIN,CANCUN,08PMU-115,Playa Mujeres,ISLA MUJERES
SIN,CANCUN,08PSA-115,Punta Sam,BENITO JUAREZ
SIN,CANCUN,08PTP-115,Petempich,BENITO JUAREZ
SIN,CANCUN,08YXE-115,Yaxche,BENITO JUAREZ
SIN,CARMEN,08CNR-115,Concordia,CARMEN
SIN,CARMEN,08CRE-115,Cuidad del Carmen,CARMEN
SIN,CARMEN,08LTE-115,Laguna de Terminos,CARMEN
SIN,CARMEN,08PMR-115,Palmar,CARMEN
SIN,CHETUMAL,08CTE-115,Chetumal Norte,OTHON P. BLANCO
SIN,CHETUMAL,08INS-115,Insurgentes,OTHON P. BLANCO
SIN,CHETUMAL,08LAC-115,Lazaro Cardenas,BACALAR
SIN,CHETUMAL,08MHH-115,Mahahual,OTHON P. BLANCO
SIN,CHETUMAL,08PYU-115,Polyuc,FELIPE CARRILLO PUERTO
SIN,CHETUMAL,08XUL-115,Xul-Ha,OTHON P. BLANCO
SIN,MERIDA,08ALO-115,Alom,MERIDA
SIN,MERIDA,08CBR-115,Chuburna,MERIDA
SIN,MERIDA,08CMY-115,Cementos Maya,MERIDA
SIN,MERIDA,08CNO-115,Centro,MERIDA
SIN,MERIDA,08FNC-115,Fotovoltaica Nachi Cocom,MERIDA
SIN,MERIDA,08HER-115,Heroes,MERIDA
SIN,MERIDA,08HNC-115,Hunucma,HUNUCMA
SIN,MERIDA,08HOL-115,Cholul,MERIDA
SIN,MERIDA,08IGN-115,San Ignacio,PROGRESO
SIN,MERIDA,08IZE-115,Itzaes,MERIDA
SIN,MERIDA,08IZI-115,Itzimna,MERIDA
SIN,MERIDA,08LEE-115,Lee,ACANCEH
SIN,MERIDA,08MDA-115,Merida Dos,MERIDA
SIN,MERIDA,08MDN-115,Merida Oriente,KANASIN
SIN,MERIDA,08MDP-230,Merida Potencia,MERIDA
SIN,MERIDA,08MEP-115,Maniobras Eolico Pogreso,PROGRESO
SIN,MERIDA,08MTO-115,Metropolitana,MERIDA
SIN,MERIDA,08NCM-115,Nachi-Cocom,MERIDA
SIN,MERIDA,08NTE-115,Norte,MERIDA
SIN,MERIDA,08PPO-115,Puerto Progreso,PROGRESO
SIN,MERIDA,08PTE-115,Poniente,MERIDA
SIN,MERIDA,08SUR-115,Sur,MERIDA
SIN,MERIDA,08UCU-115,UCU,UCU
SIN,MERIDA,08UMA-115,Uman,UMAN
SIN,MOTUL TIZIMIN,08CEX-115,Chemax,CHEMAX
SIN,MOTUL TIZIMIN,08DZI-115,Dzitas,DZITAS
SIN,MOTUL TIZIMIN,08IZL-115,Izamal,IZAMAL
SIN,MOTUL TIZIMIN,08KIM-115,Kimbala,IZAMAL
SIN,MOTUL TIZIMIN,08KOP-115,Kopte,MOTUL
SIN,MOTUL TIZIMIN,08PPH-115,Popolnah,TIZIMIN
SIN,MOTUL TIZIMIN,08RMV-400,Riviera Maya-Valladolid,VALLADOLID
SIN,MOTUL TIZIMIN,08SAE-115,San Pedro,TIXCACALCUPUL
